機構編號,機構名稱,行政區,類型,核准人數/班級,聯絡地址,聯絡電話,風險等級,綜合風險評分,首要稽核重點
ntpc-pre-0443,新北市立永和幼兒園,永和區,市立幼兒園,180,新北市永和區秀朗路一段120號,02-2626-4348,低風險,17,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0151,新北市立永平國民小學,永和區,市立國小,2050,新北市永和區保生路25號,02-2601-2253,低風險,33,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0012,新北市立永平高級中學,永和區,市立高中,1900,新北市永和區永平路205號,02-2699-9980,中風險,65,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0064,新北市立福和國民中學,永和區,市立國中,2100,新北市永和區永利路71號,02-2205-2527,低風險,15,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0147,新北市立秀朗國民小學,永和區,市立國小,3100,新北市永和區得和路202號,02-2557-2854,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0150,新北市立網溪國民小學,永和區,市立國小,1850,新北市永和區竹林路110號,02-2894-6670,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0148,新北市立頂溪國民小學,永和區,市立國小,1600,新北市永和區文化路133號,02-2239-5572,低風險,33,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0361,新北市汐止區保長國民小學附設幼兒園,汐止區,公立學校附設幼兒園,150,新北市汐止區大同路三段556號,02-2314-2065,低風險,19,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0360,新北市汐止區北峰國民小學附設幼兒園,汐止區,公立學校附設幼兒園,151,新北市汐止區環河街1號,02-2321-5524,低風險,20,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0363,新北市汐止區崇德國民小學附設幼兒園,汐止區,公立學校附設幼兒園,183,新北市汐止區茄苳路183號,02-2809-4940,低風險,32,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0362,新北市汐止區東山國民小學附設幼兒園,汐止區,公立學校附設幼兒園,199,新北市汐止區汐平路二段200號,02-2548-5030,低風險,27,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0359,新北市汐止區樟樹國民小學附設幼兒園,汐止區,公立學校附設幼兒園,164,新北市汐止區樟樹一路141巷2號,02-2758-1921,中風險,52,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0356,新北市汐止區汐止國民小學附設幼兒園,汐止區,公立學校附設幼兒園,113,新北市汐止區大同路二段313號,02-2230-9085,低風險,21,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0365,新北市汐止區白雲國民小學附設幼兒園,汐止區,公立學校附設幼兒園,141,新北市汐止區民權街二段90號,02-2754-8086,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0357,新北市汐止區秀峰國民小學附設幼兒園,汐止區,公立學校附設幼兒園,109,新北市汐止區仁愛路90號,02-2739-3228,低風險,24,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0358,新北市汐止區金龍國民小學附設幼兒園,汐止區,公立學校附設幼兒園,174,新北市汐止區明峰街201號,02-2616-6055,低風險,21,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0364,新北市汐止區長安國民小學附設幼兒園,汐止區,公立學校附設幼兒園,117,新北市汐止區長安街139號,02-2509-2084,低風險,22,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0055,新北市私立崇義高級中學,汐止區,私立高中,800,新北市汐止區大同路三段68號,02-8648-2078,中風險,52,棒球運動專長學生培訓安全保障。；宿舍消防演練與食材溯源抽核。
ntpc-el-0197,新北市立保長國民小學,汐止區,市立國小,1200,新北市汐止區大同路三段556號,02-2614-2963,中風險,65,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0196,新北市立北峰國民小學,汐止區,市立國小,1550,新北市汐止區環河街1號,02-2228-8658,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0199,新北市立崇德國民小學,汐止區,市立國小,1600,新北市汐止區茄苳路183號,02-2601-2246,低風險,16,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0198,新北市立東山國民小學,汐止區,市立國小,700,新北市汐止區汐平路二段200號,02-2759-5249,低風險,28,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0195,新北市立樟樹國民小學,汐止區,市立國小,1700,新北市汐止區樟樹一路141巷2號,02-2965-7225,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0034,新北市立樟樹國際實創高級中等學校,汐止區,市立高中,1400,新北市汐止區樟樹一路141巷2號,02-2258-3610,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0083,新北市立汐止國民中學,汐止區,市立國中,1450,新北市汐止區大同路二段394號,02-2777-5096,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0192,新北市立汐止國民小學,汐止區,市立國小,2150,新北市汐止區大同路二段313號,02-2372-7671,低風險,15,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0449,新北市立汐止幼兒園,汐止區,市立幼兒園,160,新北市汐止區大同路二段394號,02-2945-7159,高風險,88,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-jh-0085,新北市立汐震國民中學,汐止區,市立國中,1150,新北市汐止區福德一路272巷5號,02-2888-5909,低風險,21,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0201,新北市立白雲國民小學,汐止區,市立國小,1500,新北市汐止區民權街二段90號,02-2771-7702,低風險,19,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0193,新北市立秀峰國民小學,汐止區,市立國小,2400,新北市汐止區仁愛路90號,02-2896-2733,中風險,57,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0033,新北市立秀峰高級中學,汐止區,市立高中,1850,新北市汐止區秀峰路85號,02-2707-2114,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0194,新北市立金龍國民小學,汐止區,市立國小,1950,新北市汐止區明峰街201號,02-2994-4674,低風險,26,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0200,新北市立長安國民小學,汐止區,市立國小,1450,新北市汐止區長安街139號,02-2968-6582,中風險,58,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0084,新北市立青山國民中小學,汐止區,市立國中,1100,新北市汐止區莊敬街33號,02-2442-7154,低風險,33,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0404,新北市泰山區同榮國民小學附設幼兒園,泰山區,公立學校附設幼兒園,158,新北市泰山區公園路33號,02-2699-7988,低風險,24,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0405,新北市泰山區明志國民小學附設幼兒園,泰山區,公立學校附設幼兒園,164,新北市泰山區新生路2號,02-2915-5025,中風險,56,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0402,新北市泰山區泰山國民小學附設幼兒園,泰山區,公立學校附設幼兒園,107,新北市泰山區泰山路67號,02-2763-7416,低風險,36,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0403,新北市泰山區義學國民小學附設幼兒園,泰山區,公立學校附設幼兒園,170,新北市泰山區憲訓路14號,02-2559-1521,低風險,27,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0240,新北市立同榮國民小學,泰山區,市立國小,1750,新北市泰山區公園路33號,02-2329-9865,低風險,27,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0241,新北市立明志國民小學,泰山區,市立國小,1900,新北市泰山區新生路2號,02-2725-7098,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0099,新北市立泰山國民中學,泰山區,市立國中,1350,新北市泰山區泰山路54號,02-2239-6886,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0238,新北市立泰山國民小學,泰山區,市立國小,2050,新北市泰山區泰山路67號,02-2599-4198,低風險,15,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0044,新北市立泰山高級中學,泰山區,市立高中,2100,新北市泰山區辭修路7號,02-2327-8935,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0098,新北市立義學國民中學,泰山區,市立國中,1450,新北市泰山區民生路30號,02-2951-5324,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0239,新北市立義學國民小學,泰山區,市立國小,2100,新北市泰山區憲訓路14號,02-2493-4424,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0374,新北市淡水區中泰國民小學附設幼兒園,淡水區,公立學校附設幼兒園,91,新北市淡水區中和里大屯溪22號,02-2278-8142,低風險,21,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0371,新北市淡水區坪頂國民小學附設幼兒園,淡水區,公立學校附設幼兒園,198,新北市淡水區小坪頂20號,02-2709-3584,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0370,新北市淡水區天生國民小學附設幼兒園,淡水區,公立學校附設幼兒園,97,新北市淡水區淡海路72號,02-2811-4534,高風險,86,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0375,新北市淡水區屯山國民小學附設幼兒園,淡水區,公立學校附設幼兒園,146,新北市淡水區淡金路五段111號,02-2468-1853,低風險,20,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0367,新北市淡水區文化國民小學附設幼兒園,淡水區,公立學校附設幼兒園,151,新北市淡水區真理街19號,02-2907-2184,低風險,36,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0369,新北市淡水區新興國民小學附設幼兒園,淡水區,公立學校附設幼兒園,186,新北市淡水區新興街123號,02-2926-9141,低風險,20,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0366,新北市淡水區淡水國民小學附設幼兒園,淡水區,公立學校附設幼兒園,148,新北市淡水區中山路155號,02-2577-8618,低風險,32,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0368,新北市淡水區竹圍國民小學附設幼兒園,淡水區,公立學校附設幼兒園,199,新北市淡水區中正東路二段145號,02-2873-7191,高風險,83,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0373,新北市淡水區純德小學國民小學附設幼兒園,淡水區,公立學校附設幼兒園,171,新北市淡水區真理街26號,02-2767-7083,低風險,23,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0372,新北市淡水區育英國民小學附設幼兒園,淡水區,公立學校附設幼兒園,201,新北市淡水區埤島里38號,02-2712-8721,中風險,64,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0037,新北市私立淡江高級中學,淡水區,私立高中,1900,新北市淡水區真理街26號,02-2883-4354,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0210,新北市立中泰國民小學,淡水區,市立國小,600,新北市淡水區中和里大屯溪22號,02-2596-6679,中風險,48,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0207,新北市立坪頂國民小學,淡水區,市立國小,750,新北市淡水區小坪頂20號,02-2681-8385,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0206,新北市立天生國民小學,淡水區,市立國小,1600,新北市淡水區淡海路72號,02-2613-5830,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0211,新北市立屯山國民小學,淡水區,市立國小,650,新北市淡水區淡金路五段111號,02-2812-9915,中風險,58,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0203,新北市立文化國民小學,淡水區,市立國小,1750,新北市淡水區真理街19號,02-2322-8024,低風險,33,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-es-0165,新北市立新市國民小學,淡水區,市立國小,2200,新北市淡水區中山北路二段200號,02-2626-2141,低風險,19,淡海新市鎮智慧校園智慧教室設備與校園門禁安全系統。；學生營養午餐產銷履歷生鮮蔬果進貨驗收查核紀錄。
ntpc-el-0205,新北市立新興國民小學,淡水區,市立國小,1950,新北市淡水區新興街123號,02-2859-6190,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0087,新北市立正德國民中學,淡水區,市立國中,1650,新北市淡水區北新路109號,02-2615-3967,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0088,新北市立正德國民中學賢孝校區,淡水區,市立國中,450,新北市淡水區賢孝里公埔子24之1號,02-2228-2878,低風險,26,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0086,新北市立淡水國民中學,淡水區,市立國中,1350,新北市淡水區真理街10號,02-2440-1584,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0202,新北市立淡水國民小學,淡水區,市立國小,2100,新北市淡水區中山路155號,02-2741-8751,低風險,31,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0450,新北市立淡水幼兒園,淡水區,市立幼兒園,160,新北市淡水區真理街10號,02-2803-5312,低風險,19,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0036,新北市立淡水高級商工職業學校,淡水區,市立高職,2200,新北市淡水區商工路307號,02-2822-6958,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0204,新北市立竹圍國民小學,淡水區,市立國小,1850,新北市淡水區中正東路二段145號,02-2698-1699,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0035,新北市立竹圍高級中學,淡水區,市立高中,1600,新北市淡水區民生路62號,02-2763-8030,中風險,55,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0209,新北市立純德小學,淡水區,市立國小,1100,新北市淡水區真理街26號,02-2987-5841,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0208,新北市立育英國民小學,淡水區,市立國小,650,新北市淡水區埤島里38號,02-2275-4028,低風險,31,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0426,新北市深坑區深坑國民小學附設幼兒園,深坑區,公立學校附設幼兒園,148,新北市深坑區文化街45號,02-2220-7691,低風險,24,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-jh-0103,新北市立深坑國民中學,深坑區,市立國中,850,新北市深坑區文化街41號,02-2920-7347,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0262,新北市立深坑國民小學,深坑區,市立國小,1500,新北市深坑區文化街45號,02-2325-8586,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0438,新北市烏來區烏來國民中小學國小部國民小學附設幼兒園,烏來區,公立學校附設幼兒園,158,新北市烏來區啦卡路5號,02-2579-6738,中風險,55,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0439,新北市烏來區福山國民小學附設幼兒園,烏來區,公立學校附設幼兒園,169,新北市烏來區福山里大羅蘭68號,02-2745-6042,低風險,35,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-jh-0075,新北市立烏來國民中小學國中部,烏來區,市立國中,350,新北市烏來區啦卡路5號,02-2405-3313,高風險,72,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0274,新北市立烏來國民中小學國小部,烏來區,市立國小,450,新北市烏來區啦卡路5號,02-2681-3755,低風險,28,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0275,新北市立福山國民小學,烏來區,市立國小,350,新北市烏來區福山里大羅蘭68號,02-2670-3371,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0414,新北市瑞芳區九份國民小學附設幼兒園,瑞芳區,公立學校附設幼兒園,163,新北市瑞芳區崙頂路145號,02-2957-7275,低風險,32,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0413,新北市瑞芳區猴硐國民小學附設幼兒園,瑞芳區,公立學校附設幼兒園,186,新北市瑞芳區九芎橋路69-1號,02-2907-8352,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0412,新北市瑞芳區瑞濱國民小學附設幼兒園,瑞芳區,公立學校附設幼兒園,125,新北市瑞芳區建基路一段44號,02-2525-2545,中風險,63,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0410,新北市瑞芳區瑞芳國民小學附設幼兒園,瑞芳區,公立學校附設幼兒園,99,新北市瑞芳區中山路2號,02-2655-6700,低風險,21,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0411,新北市瑞芳區義方國民小學附設幼兒園,瑞芳區,公立學校附設幼兒園,180,新北市瑞芳區逢甲路360號,02-2620-5847,低風險,25,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0415,新北市瑞芳區鼻頭國民小學附設幼兒園,瑞芳區,公立學校附設幼兒園,142,新北市瑞芳區鼻頭路99號,02-2402-2857,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0050,新北市私立時雨高級中學,瑞芳區,私立高中,1200,新北市瑞芳區金光路22號,02-2496-2217,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；住校生宿舍與教學大樓防墜設施、消防安全設備檢修合格證在效期內。
ntpc-el-0250,新北市立九份國民小學,瑞芳區,市立國小,600,新北市瑞芳區崙頂路145號,02-2834-8169,低風險,28,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0102,新北市立欽賢國民中學,瑞芳區,市立國中,400,新北市瑞芳區崙頂路1-1號,02-2309-3459,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0249,新北市立猴硐國民小學,瑞芳區,市立國小,500,新北市瑞芳區九芎橋路69-1號,02-2499-4149,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0248,新北市立瑞濱國民小學,瑞芳區,市立國小,650,新北市瑞芳區建基路一段44號,02-2776-8620,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0101,新北市立瑞芳國民中學,瑞芳區,市立國中,750,新北市瑞芳區三爪子坑路1號,02-2291-6723,中風險,64,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0246,新北市立瑞芳國民小學,瑞芳區,市立國小,1300,新北市瑞芳區中山路2號,02-2415-5506,高風險,87,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0045,新北市立瑞芳高級工業職業學校,瑞芳區,市立高職,1400,新北市瑞芳區三爪子坑路1號,02-2326-3738,低風險,20,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0247,新北市立義方國民小學,瑞芳區,市立國小,1100,新北市瑞芳區逢甲路360號,02-2534-1288,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0251,新北市立鼻頭國民小學,瑞芳區,市立國小,550,新北市瑞芳區鼻頭路99號,02-2260-7184,低風險,20,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0428,新北市石碇區和平國民小學附設幼兒園,石碇區,公立學校附設幼兒園,119,新北市石碇區崩山1號,02-2906-5134,中風險,64,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0427,新北市石碇區石碇國民小學附設幼兒園,石碇區,公立學校附設幼兒園,116,新北市石碇區碇坪路一段65號,02-2546-4186,低風險,27,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0264,新北市立和平國民小學,石碇區,市立國小,500,新北市石碇區崩山1號,02-2387-1444,高風險,84,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0263,新北市立石碇國民小學,石碇區,市立國小,700,新北市石碇區碇坪路一段65號,02-2707-5827,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0048,新北市立石碇高級中學,石碇區,市立高中,800,新北市石碇區碇坪路一段42號,02-2754-6995,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0425,新北市石門區乾華國民小學附設幼兒園,石門區,公立學校附設幼兒園,134,新北市石門區茂林村23號,02-2809-6419,低風險,29,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0423,新北市石門區石門國民小學附設幼兒園,石門區,公立學校附設幼兒園,206,新北市石門區中央路9號,02-2669-5680,低風險,33,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
